132-70	6.340	0.000	0.110	0.0	100.00	100.00	0.000	1
15-84	7.140	0.000	0.070	0.0	100.00	100.00	0.000	1
25-145	6.690	0.000	0.080	0.0	100.00	100.00	0.000	1
3-79	3.810	0.000	0.050	0.0	100.00	100.00	0.000	1
2-45	3.290	0.000	0.050	0.0	100.00	100.00	0.000	1
3-95	3.790	0.000	0.040	0.0	100.00	100.00	0.000	1
15-54	5.270	0.000	0.050	0.0	100.00	100.00	0.000	1
3-36	4.620	0.000	0.060	0.0	100.00	100.00	0.000	1
25-33	4.220	0.000	0.050	0.0	100.00	100.00	0.000	1
76-31	5.280	0.000	0.100	0.0	100.00	100.00	0.000	1
2-60	3.250	0.000	0.080	0.0	100.00	100.00	0.000	1
25-35	3.300	0.000	0.060	0.0	100.00	100.00	0.000	1
123-93	4.460	0.000	0.070	0.0	100.00	100.00	0.000	1
13-64	1.320	0.000	0.040	0.0	100.00	100.00	0.000	1
132-31	5.460	0.000	0.050	0.0	100.00	100.00	0.000	1
97-107	11.630	0.000	0.080	0.0	100.00	100.00	0.000	1
9-70	4.710	0.000	0.080	0.0	100.00	100.00	0.000	1
25-29	12.710	0.000	0.100	0.0	100.00	100.00	0.000	1
25-4	7.340	0.000	0.070	0.0	100.00	100.00	0.000	1
143-143	59.430	0.000	0.700	0.0	100.00	100.00	0.000	1
25-138	3.300	0.000	0.050	0.0	100.00	100.00	0.000	1
25-113	3.950	0.000	0.030	0.0	100.00	100.00	0.000	1
25-34	4.010	0.000	0.030	0.0	100.00	100.00	0.000	1
83-107	10.240	0.000	0.080	0.0	100.00	100.00	0.000	1
25-120	3.660	0.000	0.050	0.0	100.00	100.00	0.000	1
69-54	6.380	0.000	0.050	0.0	100.00	100.00	0.000	1
94-94	59.760	0.000	0.690	0.0	100.00	100.00	0.000	1
25-99	3.450	0.000	0.090	0.0	100.00	100.00	0.000	1
17-93	5.200	0.000	0.030	0.0	100.00	100.00	0.000	1
81-31	6.710	0.000	0.070	0.0	100.00	100.00	0.000	1
2-5	10.500	0.000	0.040	0.0	100.00	100.00	0.000	1
104-83	7.100	0.000	0.170	0.0	100.00	100.00	0.000	1
25-47	7.750	0.000	0.040	0.0	100.00	100.00	0.000	1
25-38	3.610	0.000	0.140	0.0	100.00	100.00	0.000	1
127-127	60.440	0.000	1.230	0.0	100.00	100.00	0.000	1
16-70	4.850	0.000	0.070	0.0	100.00	100.00	0.000	1
13-91	1.480	0.000	0.030	0.0	100.00	100.00	0.000	1
97-54	5.450	0.000	0.060	0.0	100.00	100.00	0.000	1
13-115	1.340	0.000	0.020	0.0	100.00	100.00	0.000	1
25-159	4.430	0.000	0.050	0.0	100.00	100.00	0.000	1
104-97	10.510	0.000	0.030	0.0	100.00	100.00	0.000	1
25-6	3.420	0.000	0.060	0.0	100.00	100.00	0.000	1
104-107	6.560	0.000	0.060	0.0	100.00	100.00	0.000	1
